,0,1
538,Hh9glEE_xDYT_pPUsRPXlA,"Came here for a birthday brunch Saturday at 1:30pm and it was quiet packed. Definitely make reservations ahead of time. Delicious food with a view. Blend is located alongside LIC pier and although it's not the best view of the pier, there's still something to look at. Although parking is hard to find around the area, the restaurant provides valet parking for $7. Upon entering, 4/5 guests were present, but we had to wait for the entire party to be seated. I mean, makes sense for a restaurant that's so busy. We got the churrasco with eggs, seafood paella, and guac. The churrasco was delicious; meat was cooked to order and was paired so well with their savory chimichurri. However, the eggs were kind of nasty. We ordered 3 plates of churrasco with eggs and all 3 plates of eggs were undercooked and tasted cold. My boyfriend liked the seafood paella a lot; loaded with tons of real crabmeat and other yummy seafood. The seafood paella is definitely shareable amongst two, he was barely able to finish half on his own and had to take it to go (no complaints there, so worth the price). The guacamole was mediocre, nothing special, probably would've tasted better with a drizzle of lime. Our server was kind. We brought cake and decided last minute we didn't want to eat it there and she still lit up a sparkler candle for us to take pictures and repacked our cake. If you're in the mood for some Spanish food, definitely make sure to check the place out! I'd say it's worth the travel, but remember to make reservations!"
539,Hh9glEE_xDYT_pPUsRPXlA,The food was very tasty we had to wait a longggg time because we didn't have a reservation and it was graduation week. However the food was really good and the drinks were even better. We had a really nice waitress also
540,Hh9glEE_xDYT_pPUsRPXlA,"I get people come here for the view. But the food is underwhelming, regular. The service is trashhhhhh. You don't get seated right away even with a reservation. The servers take forever. They don't even partner with you beforehand to let you know they're busy. Just the worst. Just because you have a restaurant in the best real estate in Queens, does not mean you're allowed to provide trash service and mediocre food."
541,Hh9glEE_xDYT_pPUsRPXlA,"Hands down the best Mojitos, multiple flavors! Come with a sugar cane stick in it, that's super cute! Also the crispy arepas are soooo delicious! Highly recommend evening or weekend lunch time! It has a spectacular view of the NYC skyline!"
542,Hh9glEE_xDYT_pPUsRPXlA,I celebrated my 35th bday here and I loved it the food was great the price point was ridiculously affordable and the drinks were to die for it's a Latin restaurant so I get that they play Latin music but they should switch it up a little the only thing I did not like we had reservations and we still had to wait to be seated
543,Hh9glEE_xDYT_pPUsRPXlA,"It was okay, you get a free drink when you check in on the app. Food was good small portion but good. Nice view! Waiters are cool as well"
544,Hh9glEE_xDYT_pPUsRPXlA,Angelica was the best server ever!!! Lovely smile!! And great hospitality. Would definitely come back!
545,Hh9glEE_xDYT_pPUsRPXlA,Food was excellent especially the tequeños and camarones al ajilo my drinks were ok I really like the views over looking the water .you can dress up here or you can wear Jean's and sneakers alot of bday parties givin here and it cld get pretty packed the servers were really nice and welcoming .my waiter giselle she was a sweet heart and the host lance was also great my only downfall was the wait time for food and drinks it was a little ridiculous and they have is the menu but didnt give us the drink menu so we ended up ordering our food before our drinks which was a little crazy but over all I had a good experience I will be returning in the future the bldgs in the are so beautiful so u can leave there and catch the nice views overlooking the park area a little further dwn or just go for a nice walk in the area ...you can make a full day out of just hangin in the area.
546,Hh9glEE_xDYT_pPUsRPXlA,Beautiful atmosphere and views! Food and drinks are amazing! One of my favorite places to go when out with friends !!!!
547,Hh9glEE_xDYT_pPUsRPXlA,One of the hottest days of the year (112 degrees F) and with reservations we were not allowed to enter the restaurant because we had sandals not a closed pair of shoes. Absolutely ridiculous!! No restaurant is worth that torture. Nope!!
548,Hh9glEE_xDYT_pPUsRPXlA,"This place is absolutely overhyped and overpriced. I, as well as many other Yelp reviewers, are shocked by the plethora of high-rated reviews. My friends and I made a reservation for a Friday night to celebrate a birthday. I would highly recommend making a reservation, especially for Friday-Sunday. The restaurant was completely packed. Prior to arrival, I was a little stressed out about what to wear since the restaurant enforces a strict dress code that is posted on their main website as well as on the Open Table e-mail confirmation. However, they seem to contradict each other on whether or not sneakers are allowed. On Open Table, it says sneakers are allowed (with a collared shirt and blazer), but boots of any kind are not allowed? On their main website, sneakers are not allowed. Since this was a birthday dinner, I didn't want to get turned away for not abiding by their dress code. I ended up wearing straight black jeans, a plaid collared button down shirt, blue blazer, and Oxford boots, and thankfully didn't get turned away. Aside from their confusing dress code, here are some other of their other house rules:1) they don't seat you unless your whole party is present2) there is a 15 minute grace period to hold your reservation before your table is given away- plan accordingly, the closest train station (21st Street/Jackson Avenue on the G-line) is approximately a 15-minute walk to the restaurant3) Yelp check-in for 1 free Sangria- only applies to Monday-Thursday, but the 7% Yelp cash-back applies to Monday-Friday4) there's an automatic 20% gratuity for parties of 6+5) another Yelper mentioned that you're required to order an entree, regardless of how many appetizers/desserts/drinks you order (I'm not sure how true this is since I didn't personally experience this)- but, worth a mentionThe restaurant is beautiful and has high ceilings and floor-to-ceiling windows with panoramic views of the East River, the Queensboro Bridge, and the East side of Manhattan. They also have menus/receipt folders that blind your eyes with fluorescent light because the restaurant is so dark and you can't read the menu without it. The whole experience was a complete let down. I felt like this place was ""trying too hard"" with an air of pretentiousness/stuffiness from the dress code, to the Guido bouncer/doorman/gatekeeper, to the overdone, heavy-make-up hostess + waitress, down to the bathroom attendant. Listen, this is Long Island City. This isn't even a Michelin-rated restaurant (far from it). It's not Per Se, it's not Le Bernardin, it's just not of that caliber.The food isn't spectacular and the prices are considerably high. My meal was also interrupted at least 5 separate times by sparklers- by, the 4th or 5th time I saw a dessert with sparklers, the excitement had already worn off and I was getting annoyed. Overall, I wouldn't recommend coming here. The view is nice, but aside from that, the restaurant is really far- isolated from the rest of LIC- probably great for people who live at or near the LIC waterfront and are limited in dining options. The food and drinks aren't anything special and the ambiance was too much of that of a nightclub you'd find in the Meatpacking District- it just wasn't my scene. I would rather eat at a restaurant down the street on Vernon Blvd."
549,Hh9glEE_xDYT_pPUsRPXlA,"First things first, I was blown away by the breath taking scene you get right by the water and the beautiful city. Came here today for mine and my mother's birthday and everything was fantastic and perfect . Lets start off with the apps! I choseeee the guacamole and chips. Omg, the flavor, the zest, the freshnessss dear Lord i have sinned haha. Then the mushroom flat bread. Deeeeelicious till the last bite. Fresh mozzarella cheese anddddd, GOAT CHEESE . Can't knock it till you try it. 10 out of a 10. Thennnnn we got the corn, the ""Marasca"" sorry if i spelt it wrong HOWEVER, there were only 3 pieces but they were bites of heavennnn. Restrooms were pretty poppin too if I may say. Theres a lady waiting for you after you're done with your bizzznes and waits for you with the water running andddd a paper towel  it was brilliant. Threw her $2 for being sweet and thoughtful. Our waitress Kimberly was THE SWEETEST and so loving. Mouth watering. My mother ordered the tilapia following some delicious white rice and my father ordered the grilled chicken, MUAH! Delisioso . My sister and I ordered the Churasco..THE PHENOMENAL mouth watering steak with these red onionssss that had this lemon squeeeeze and lemme finish...TOSTONASS. The whole meal was just amazing and you just had to be there to witness and exxxperience this fantasy of food brought to me. Take a little trip down to Long Island City, and folks you will not be disappointed. Fantastic atmosphere, fantastic staff, phenomenal food!"
550,Hh9glEE_xDYT_pPUsRPXlA,"I came here for brunch with a group of friends. It was great! We got a booth near the windows facing the water. The view was a beautiful view of Manhattan, I would come back for dinner just to see the view at night! We started off with mojitos and mimosas and the fresh made guacamole. All of them were delicious.Between us, we had pernil, taquitos de carne, blended burger, mofongo con camarones the French toast, and of course tostones. All of them were prepared beautifully and tasted amazing. I would say the best dish we had was the French toast or the mofongo because of garlic butter sauce! The service was good and quick! And I would definitely come back here for another visit!"
551,Hh9glEE_xDYT_pPUsRPXlA,One of my favorite Latin restaurants. I've had THE best AREPAS at this place. I recommend their huevos rancheros any time. Great brunch place literally by the river! Only complaint is the wait time but the food is worth the wait!!!
552,Hh9glEE_xDYT_pPUsRPXlA,"Getting a reservation was simple and the drinks were delicious. It was an overcast evening so we didn't get to enjoy the backdrop as much, but it was still quite beautiful. The food was pretty good, and I'd def come again.We had the deviled eggs, guacamole, the lobster pastry, pernil and rice, and the arroz con mariscos. The pork was sooo tender."
553,Hh9glEE_xDYT_pPUsRPXlA,Great spot for a night out. Amazing scenery and food. I would definitely recommend this restaurant for birthdays or any other special occasion.
554,Hh9glEE_xDYT_pPUsRPXlA,"So many great things to say about this restaurant,the food, the view, the staff just amazing.We had a birthday reservation for 15 ppl and each one of us loved the service. Our waitress was very patient and sweet her name was Sayuri. We were a very picky group a lot of confusion on picking time, meal etc . That's when a very nice gentleman Lance came to the rescue and helped us pick something that we would all like and enjoy.Lance and sayuri thank you for making our first time at Blend a beautiful memorable night.The food is excellent we all had a different plate from the menu and everything taste very good.The view is so beautiful and romantic.Will go again with more friends and family ."
555,Hh9glEE_xDYT_pPUsRPXlA,"After a morning in LIC, my friends and I stopped by Blend for lunch. It was their second time, but it was my first time. I personally ordered the Taquitos De Carne. Except for the fact that it was corn-based tacos, I liked everything else from the rice/beans/meat bites. I ended up eating everything with a fork cause it was getting messy. But, it was good.Besides the food, the thing that made this place special was the fact that I got a birthday candle and my friends and I got to get free dessert on the house for sharing a picture to social media. They offer many small perks like this among other things. They don't ask questions and are generous in doing so. That's what made me like this place even more."
556,W66iSwQ8pWgxOT3Ss97vpw,Typical Chinese restaurant... But considering the other option two blocks away this place is very very very good.
557,W66iSwQ8pWgxOT3Ss97vpw,"I've been a loyal customer for a year and have never ever complained about the service as I was very happy with my food and the service i was receiving . Today I order my usual "" spare rib tips ( with short bone )with pork fried rice ""  and it came with BBQ sauce which it never has before . I called and spoke to manager "" Kate"" and explained I was allergic and who at first understood and said she would replace my order ( just the meat ) She requested separate my food and give her driver just the meat portion of my order . I gladly said sure will do . Shortly after Kate called and stated she would not replace my order . I explained I've been a loyal customer and never once complained and said anything and didn't understand why . Kate was unbothered by me . Worst customer service . I suggest no one ever have a problemWith your order because they don't care to lose customers"
558,W66iSwQ8pWgxOT3Ss97vpw,"Wanted a quick meal and of course went to the best choice in nyc for fast delivery. I ordered the panda special #2- general tsos with chicken and broccoli with fried rice and wontons. The general tso was just ok, the chicken from the broccoli section was chewy and the sauce was practically soy so salty as heck. The fried wontons were the best part but hard to mess that up. The fried rice needed flavor but mixed it with the general tso's sauce so that helped. This was the highest rated chinese store in the vicinity so will just hit up the nearby pizza joint or taco truck. No type of rush is worth wasting $9 at lunch time."
559,W66iSwQ8pWgxOT3Ss97vpw,I've been eating here for about 20 years. It's one of my go-to Chinese restaurants. The delivery service is quick and the people are always friendly. I've must've eaten a dozen different items from the menu. Never had a bad experience. It does get a little packed but they manage everything very well.
560,W66iSwQ8pWgxOT3Ss97vpw,"Food was delivered fast. Accurate, and great prices. Food taste great. Def great fast meal."
561,W66iSwQ8pWgxOT3Ss97vpw,It's an average take-out American Chinese restaurant. Nothing special but good to satisfy a Chinese take out craving.
562,W66iSwQ8pWgxOT3Ss97vpw,"Based on over a dozen orders, not one. I say they're truly awesome. The fried rice is perfectly cooked and tasty (every time). The service is excellent as well. Truly nice people. I'm that annoying customer that always either forgets something and has to call twice or doesn't have enough $ and they are soo sweet, every time. Never have an attitude even when my dogs bombard the poor delivery guy. The time I didn't have the money together, it took me forever to gather it. The lady not only held my order but kept it on the warmer and when I finally got there she said ""I got worried about you, what happened ? No attitude - Can't buy that these days.. Worth it and then some. Forever my favorite"
563,W66iSwQ8pWgxOT3Ss97vpw,"Great food, great family running it. Sometimes, rarely, get your order wrong. Be sure to speak very clearly on the phone."
564,W66iSwQ8pWgxOT3Ss97vpw,"the best Chinese spot in the hood the tso chicken always on point and with veggies and the delivery guy is amazing always hooks it up always smiling even says hi to us just walking down the street he is the homie, just make sure you tip them well too many broke people who don't tip these heard working peoples."
565,W66iSwQ8pWgxOT3Ss97vpw,I had the General Tso chicken with white meat and it was close to what I get in Nj. Overall pretty good nice and crispy the way it should be. Best so far in the BX I've tried.
566,W66iSwQ8pWgxOT3Ss97vpw,Good food. Excellent delivery service.  They actually go inside the apt building to your door to delivery the food. Unlike other delivery service that calls you and asks you to come outside smh.
567,W66iSwQ8pWgxOT3Ss97vpw,"They actually make the seame chicken CRISPY!!  I am a loyal fan.  Beware the brown rice, though, it's a little mushy.  Deliver guy is super nice.  We threw all our other Chinese take out menus in the garbage..."
568,rzTDNNnqksThPVu2lvI2fQ,"Cafe Royale is a pleasant diner in this section of the Bronx.  Service was friendly and efficient.  The diner itself is somewhat old fashioned looking in a good way and it feels like you're back in another era.  The menu has all of the diner breakfast and Greek food classics, but I saw on the back of the menu a Mexican specialities section, and so I assumed maybe these would be pretty legit.  I opted for the shrimp quesadilla and enjoyed it.  It wasn't super flavorful but hit the spot for a quick sit down lunch.  The accompanying salsa was probably the only downside.  I was naively expecting some sort of authentic Mexican salsa but it was definitely just mild American salsa that you can buy in a bottle.  The guacamole was also bland.  All in all though I left full and content.  Recommended!  A solid diner."
569,rzTDNNnqksThPVu2lvI2fQ,"I've been coming to this diner for over a decade. This place is the perfect diner. The food has always been great except one occasion. My mom ordered an omelette and it was burnt and disgusting and my pancakes were burnt. When the waitress realized my mom didn't eat her food, they did not charge her for her meal. Besides this incident, I really like this place. It's my go to diner. They have delivery, pick up service, and take out. The waitresses are friendly and this place is pretty clean. Most importantly it's very affordable."
570,rzTDNNnqksThPVu2lvI2fQ,"The recommended buffet down the street was closed on Mother's Day, so I had a late breakfast at Cafe Royale. They don't take credit cards, but the prices are reasonable enough that it's only an inconvenience, not a real problem.My veggie omelet was big and tasty, the coffee was above average, and the service was prompt and super friendly."
571,rzTDNNnqksThPVu2lvI2fQ,Being that this place is near my job and they deliver this is a go to spot for my job......I have had breakfast there a few times and it was simply ok....nothing to go out your way for.....however the lunch is much better.....or rather the Dominican food they serve is much better.......it is very on point.....since they remodeled their prices went up.... but it's still ok......two downfalls of this place.......if you go in the summer this is NO AC......and be it delivery or on site they ONLY accept cash.....
572,rzTDNNnqksThPVu2lvI2fQ,"The place is renovatedThey have better seating compared to previous years, more vegan choices Good service and good good Place is now CASH ONLY"
573,rzTDNNnqksThPVu2lvI2fQ,I came here few times. Near by subway and good location. Just needed A/C today! Very hot outside...Foods are generally okay. Good services!
574,rzTDNNnqksThPVu2lvI2fQ,"Today was out first time dining here and it has become our 2nd favorite breakfast spot.  Everything we had was good, especially the coffee!!  Our waitress, Veronica, was pleasant and attentive to us as well.  For vegfie lovers, the Garden Omelette was delicious.  We will definitely come back again."
575,rzTDNNnqksThPVu2lvI2fQ,This is not a fancy restaurant at all but its pretty clean.The food is good and always prepared well but nothing special. Their are so many menu choices that i couldnt really recommend whats best. The service is decent but the staff tends to be a bit unfriendly. I can't say that  Ive ever seen any of them come across as rude but you will not get a smile here or a friendly hello. Food delieveries are prompt.
576,rzTDNNnqksThPVu2lvI2fQ,"Oh, hell yeah! Sunlight is THE place to go in the Bronx.  All positives here. Good food, good prices, classic New York diner atmosphere. Yankees fans heaven.  They're just doing it right.  Eat in, take out. Just go to the Sunlight!  Just remember, it's cash only, that's the only thing I'd change."
577,rzTDNNnqksThPVu2lvI2fQ,"Okay so I ordered a Ham, Egg, Provalone Cheese with mayo/tomato on a hard roll. Not too hard right? I didn't think so, especially since this is a restaurant,  and that is your one job, to get my order right. I got a Bacon, Egg, Provolone cheese, on a roll, plain...  for $4.25, with only 1 egg...Not gonna lie, just a little embarrassing....Never again."
578,rzTDNNnqksThPVu2lvI2fQ,"If you're not sure what to order, the great thing about Sunlight is that it probably has any of your cravings on their menu. Sunlight has an old school diner feel to it with servers who are attentive and friendly. You walk in and you feel like you've traveled back in time to what diners should be like. I like that the place is not too big, its just big enough. The feel in Sunlight is retro for sure, I find the pink seating to be charming.Working near by I do not always have time to go out and look for what I want to eat. Going to Sunlight, you know you will find a great option and wont have to wait too long to get served. Even when they are super busy with their morning crowd, they still aim to please and make sure your order is correct. Whether your ordering for take out or dining in you will be happy with your service.Sunlight is very generous with their portion sizes as well. If you weren't that hungry, you will be leaving with leftovers. Sunlight is reasonably priced for the most part. You get a healthy size of food regardless of your order. They can get pricey with the add ons so if you're on a tight budget just make sure to ask for the prices. The friendly staff is more than happy to accommodate.I enjoy breakfast most of all at Sunlight. If I need to take it to go, my favorite order is the egg sandwich on toast. If I'm sitting, one of the more hearty breakfast choices is the way to go. They have yummy pancakes and will put anything into an omelet! (again will satisfy any craving). Other than that the food is pretty decent. If I could change something it would be their shoestring french fries. I love French fries, hear me out, but not shoe string fries, I find them to be too skinny and not crunchy enough. Other than that I'm usually pretty happy with my service at Sunlight. Its a great go to reliable spot in the area for a causal and relaxing meal."
579,rzTDNNnqksThPVu2lvI2fQ,Good food and good service. Large menu with lots of options. Authentic NY diner feel. Would cone back if I'm in the area.
580,rzTDNNnqksThPVu2lvI2fQ,"Great food with great prices. I've ordered breakfast, lunch and dinner and I've never been disappointed with my choices. The restaurant is operated by Mexicans yet there is a variety of items on the menu: Mexican/American/Greek as well as other Latin countries. Amazingly everything is cooked to perfectly right. I never hesitate in ordering out or dining in."
581,rzTDNNnqksThPVu2lvI2fQ,"Dropped by for lunch after class around 1p and was able to catch their lunch specials from 11a-3p and had a great meal. They have $8 lunches that include chicken/beef/oxtail/pork with rice & beans, salad & toasted bread along with a free drink of ur choice. Portions were large and it tasted good. Cant go wrong. Service was very friendly and fast. Very pleased. They have also fish and other dishes too but those were for $12 and higher i believe. Only accept cash though."
582,rzTDNNnqksThPVu2lvI2fQ,"Visited this place because it had great reviews. The three of us were seated quickly for brunch. The brunch was delicious and the portions were large. Really enjoyed the fresh squeezed orange juice! I can't wait to go back and get it again. However, the service could have been better - it was inattentive and impatient, we didn't feel the staff were very welcoming. Also the hash browns were so greasy they were nearly inedible. I'll give this place another chance and will make a final judgment then."
583,rzTDNNnqksThPVu2lvI2fQ,I found it to be just ok. Pros:Bang for the buckCourteous staffCons:Food is so-so.Some booths have exhausted the seat cushioning.As far as diners go Sunlight Restaurant has that authentic look with a worn appearance that teases your senses into thinking you're about to experience an incredible meal for a fantastic price.  But that's just you.  Sunlight gets pretty high marks from many other reviewers but I couldn't see it from their point of view.  The meals taste average in that they're not overly lacking but they're also unremarkable.  Booth seats are *really* worn out.  I did appreciate the staff cooperating with each other and being attentive about service when a particular table was not assigned to them.
584,rzTDNNnqksThPVu2lvI2fQ,"I like this place, used to come here since my high school days and is pretty much the same. The food is decent and so are the prices. This place is definitely worth coming by for some panfish food and a solid breakfast."
585,rzTDNNnqksThPVu2lvI2fQ,"It's a love/hate relationship with this place. The food is cheap and the portions are good but whenever I order, they seem to mess up at least one thing whether it be greasy maduros, missing orange juice, or something else. Also would be nice if they took cards instead of forcing you to have cash or use their ATM machine."
586,rzTDNNnqksThPVu2lvI2fQ,"I come here all the time. The food is great, and the service is friendly and fast. I come here so often that the ladies already know what I'm getting. The coffee is always delicious and I really like the oatmeal. Sadly it's cash only but they do have an ATM inside. They also deliver and will actually come all the way upstairs which if you're from the south Bronx you know is rare. Definitely recommend this place for breakfast."
587,rzTDNNnqksThPVu2lvI2fQ,I come here often and I order from here frequently because I work right by this diner. They have very reasonably priced meals and the portion and quality is good as well. The staff is always friendly and attentive. I love their breakfast choices like the lumberjack which included pancakes choice of bacon sausage or ham with eggs your choice of style. I also tried their nachos delicious!!! Their tacos are delicious and tasty as well. They deliver very promptly as well overall this place is a win win. I always have a great experience eating here.
588,rzTDNNnqksThPVu2lvI2fQ,"Stopped in here, not expecting much to be honest. I was pleasantly surprised though, the service was prompt and friendly. Prices were reasonable and my Reuben was terrific. Glad I stopped in!"
589,rzTDNNnqksThPVu2lvI2fQ,"Very disappointed. Came here for my lunch break and ordered a Gyro, the gyro was very bland. The chicken was over-cooked and their white sauce was basically sour cream watered down. I had to put tons of salt and pepper (even added ketchup and hot sauce) to make this taste good. Then the other problem was that the gyro on their menu is supposed to be $4.75 (very cheap) yet when I received my bill it was $9 for just one gyro? According to them it was due to tax and tip but double the price is ridiculous. Tax is 8% and tip is 16-20% depending on the service and if you sit at the counter tip shouldn't be included it should definitely be optional for us customer to calculate ourselves. I was charged 50% tax/tip without a choice, that is outrageous especially for a diner! I feel cheated and I'm never coming back!"
590,rzTDNNnqksThPVu2lvI2fQ,"Cheap, quality food here. It is cash only, but there is an ATM on sight. I had a lumberjack breakfast for under $9?!!!!?!. The wait staff was very attentive to us. No one tried to rush us out once we finished our food and got the bill. I live all the way in Long Island City, and I would consider taking the train up to the bronx to have breakfast here."
591,rzTDNNnqksThPVu2lvI2fQ,"A Latino diner in the South Bronx. It's awesome. Since I work and live within walking distance, I eat in the Sunlight probably 5 or 6 times a week. It's my favorite local diner, and the breakfasts are quick and inexpensive. The service is so excellent. I know all the waitresses by now, and they recognize and greet their regular customers by name. It really makes for a friendly, happy meal. I think the best thing about the Sunlight is the daily lunch special. Ready instantly, and always great. My favorite is oxtails with sweet plantains. It is cash only, but there is an ATM right there. Remember to tip properly, as the ladies really do deserve the consideration. They deliver, and quickly at that."
592,rzTDNNnqksThPVu2lvI2fQ,"Imagine a diner that has every item on their menu taste amazing. Look no further..Sunlight Restaurant it is. As a former student at a nearby College campus, Sunlight has been a favorite spot for me amongst many other students where food is not only reasonably priced, but also very satisfying! One important mention is the staff...they are INCREDIBLE. Attentive, caring, and always deliver. I'm not saying this because all my experiences there has been delivered with great customer service, but because the atmosphere as a whole resonates to my feelings as well. So if you're in Grand Concourse via 149th, give this place a shot! It will be well worth the score."
593,rzTDNNnqksThPVu2lvI2fQ,"I love coming to the Sunlight for Brunch.  Ir's hard to find good food and good service in the Bronx, but this is a must.  It's awesome for Yankee fans, come here before an afternoon game and you won't be disappointed.  A bit of a walk to the stadium, but worth it for the eats!  Good food - farmer's omelette for 7.95. Comes out fast and cooked the way you like it!  Wait staff are friendly and there is never a rush to get you out the door.  Sometimes there's a bit of a wait to be seated, but this intimate diner experience is worth it.  Definitely coming back for brunch!"
594,rzTDNNnqksThPVu2lvI2fQ,"Family and myself love this place. Friendly staff, great food. I always get the sunlight omelette, kids love the pancakes and the grilled cheese. Free coffee refills, which is good for a hangover. Must go early, gets really crowded."
595,rzTDNNnqksThPVu2lvI2fQ,If I'm working in the a.m I am at Sunlight eating pancakes to start my day
596,rzTDNNnqksThPVu2lvI2fQ,"I've been here twice after running errands in the Bronx, and I absolutely love this diner! Very rare to find one these days uptown. The prices are very reasonable and I never have to wait for a seat. So far I've only ordered the lumberjack breakfast, and it always hits the spot! The staff is attentive and the food is prepared quickly. Already looking forward to my next visit!"
597,rzTDNNnqksThPVu2lvI2fQ,"Nice spot for an easy bite.  The corned beef is amazing!!! Very good quality, not fatty.  They r cash only FYI!"
598,rzTDNNnqksThPVu2lvI2fQ,It's a cozy little neighborhood joint with decent diner food.  They offer some mexican specialties that are kind of mediocre considering the fact that they are cooked by Mexicans.  I think they would do best by sticking with the diner fare.
599,lVXassEQUuQbL2L6eMddDQ,"This is our go to spot in the area. We walk in and the staff greets us with hugs. The atmosphere is amazing. A great place to enjoy a glass (or bottle of wine). The wine selection is great, they have happy hour every day which is nice. The food is great. They are tapas so they are not the hugest servings but everything is delicious. The yuca fries and mini cachapas are my go to. Ellen the sommlier is such a sweetheart. She always gives us new wine to taste and ensures we are taken care of. The servers always make sure we are okay and are great people. Some Fridays they have live jazz which is also great. Long story short we love coming to Barepas. If you're in the area definitely stop by and you wont regret it."
600,lVXassEQUuQbL2L6eMddDQ,"This place was great. We went this past Wednesday night on a whim. There were maybe 3 other tables there when we arrived, but the waiter was super attentive. He made some great suggestions on wine and food.We got the yucca fries, reina pepiada arepas (chicken salad inside cilantro infused arepa), amanecida arepas (pulled pork inside a sweet plantain and corn flour mixed arepa), and the red wine marinated beef sliders with brie, carrots, honey and ginger between a crispy but tender corn arepa shell. We finished with the torta fría, which was essentially chocolate pudding with layers of vanilla cake. Let me just say we were basically licking the plates clean.Our favorites were the sliders and amanecida arepas, but the torta was amazing too. The waiter came over to chat about the food after and tell us some of the cool things that go on there (live jazz music!). We will definitely be coming back soon!"
601,lVXassEQUuQbL2L6eMddDQ,"My new favorite spot! I've been eyeing this place since my boyfriend and I passed it one day. The atmosphere and decor is very inviting. This is THE perfect place for a date night or just to catch up with an old friend. There is a large table near the bar for a larger group and plenty of tables throughout the restaurant. The staff is super friendly, attentive and willing to answer any question you may have. A large part of the menu is served tapas style. A must have is the mini cachapas and the yuca fries. The cachapas are a perfect combination of sweet and savory. The yuca fries are so well presented and fried to perfection. There is also a really great happy hour which is $6 for a glass of wine. I will definitely be coming back here!"
602,lVXassEQUuQbL2L6eMddDQ,"Based on the reviews, my friend and I decided to check this spot out. We got there on a Friday at around 6pm and no one was inside besides the staff. We took a seat and were quickly welcomed. We asked if they had happy hour but they said it's only Mon- Thu. (Ya'll definitely need to change that and have happy hour on Fridays as well. Perhaps it wouldn't have been so dead inside). We ordered a glass of rosé and some yucca fries which were bomb. Overall the place is super cute and I like the decor. I'd come back again."
603,lVXassEQUuQbL2L6eMddDQ,"This spot had shown up on my Yelp, so I had to check it out! My friend and I came on a Friday afternoon at like 4pm and we were 2 of 4 other clients. The place is super cute and an ice place to catch up with friends. After a while more people came in and the noise started to pick up, but nothing crazy. There was also live jazz which was nice but didn't quiet fit the vibe. We shared three tapas (arepas, tostones, and tequeños) plus happy hour wine. The wine was delicious and $6! The food was good, the tequeños were so soft I could sleep on them. Would definitely come back to try more"
604,lVXassEQUuQbL2L6eMddDQ,"Barepas has such a warm, comfortable atmosphere. I love the art on the wall, the hardware, and all of the wine bottles all around the restaurant. My husband and I came in for a meal, but this would be a great place to catch up with friends over wine and small plates when you're not too hungry. There's a long table attached to the bar that looks great for groups.I had the cachapas which were topped with chorizo, very tasty. I also knew I wanted an order of arepas and settled on the amanecida arepas which are made with maduros, pulled pork, and goat cheese. It was a little too sweet for my liking, but the pork and goat cheese combination was really good. If you like sweet, I highly recommend these. My husband ordered la parilla which is a combination of mixed grilled meats. The blood sausage was a bit out there for him, but the steak, chicken, chorizo, and little arepa balls were delicious. The very friendly waiter recommended wine which was perfectly paired with our meals. I think it's a great addition to the area, we'll definitely be back!"
605,lVXassEQUuQbL2L6eMddDQ,"Great Ambiance and excellent food.  Waffles were light fluffy and delicious.  Chicken was perfectly seasoned.  They serve only wine, no liquor.  This is why they received 4 stars."
606,lVXassEQUuQbL2L6eMddDQ,"I live just above this place so I come here all the time just to have a drink. My one suggestion to the owners is to try to get rid of that chemically-chlorine based smell that's permeated ever since the place opened. I mean, great I know you guys are clean and I love how friendly you guys are and the wine list is tolerable and the beers and foods great!!!! But if you get rid of the smell I'll upgrade to 5 stars."
607,lVXassEQUuQbL2L6eMddDQ,Amazing venezuelan food. Service was on point and the food was amazing. The atmosphere was perfect as it was so cozy!! Will deff recommend this!
608,lVXassEQUuQbL2L6eMddDQ,Amazing: the beef and blue cheese arepas were like the best thing I've eaten in the past million years. Each bite had such... depth or something. I don't know how to talk about food!I'll definitely come back to this place. I just wouldn't recommend it if you're starving because the servings are small - it's tapas after all. Eat something beforehand and then come here.
